from,quantity_from,to,quantity_to,account_name,date,id
usd,4000,bitcoin,1,test,1568951081,2516
,0,usd,4000,test,1568949081,2517
usd,4000,bitcoin,1,test,1568949081,2518
,0,usd,4000,test,1568947081,2519
usd,4000,bitcoin,1,test,1568947081,2520
,0,usd,4000,test,1568945081,2521
usd,4000,bitcoin,1,test,1568945081,2522
,0,usd,4000,test,1568943081,2523
usd,4000,bitcoin,1,test,1568943081,2524
,0,usd,4000,test,1568941081,2525
usd,4000,bitcoin,1,test,1568941081,2526
,0,usd,4000,test,1568939081,2527
usd,4000,bitcoin,1,test,1568939081,2528
,0,usd,4000,test,1568937081,2529
usd,4000,bitcoin,1,test,1568937081,2530
,0,usd,4000,test,1568935081,2531
usd,4000,bitcoin,1,test,1568935081,2532
,0,usd,4000,test,1568933081,2533
usd,4000,bitcoin,1,test,1568933081,2534
,0,usd,4000,test,1568931081,2535
usd,4000,bitcoin,1,test,1568931081,2536
,0,usd,4000,test,1568929081,2537
usd,4000,bitcoin,1,test,1568929081,2538
,0,usd,4000,test,1568927081,2539
usd,4000,bitcoin,1,test,1568927081,2540
,0,usd,4000,test,1568925081,2541
usd,4000,bitcoin,1,test,1568925081,2542
,0,usd,4000,test,1568923081,2543
usd,4000,bitcoin,1,test,1568923081,2544
,0,usd,4000,test,1568921081,2545
usd,4000,bitcoin,1,test,1568921081,2546
,0,usd,4000,test,1568919081,2547
usd,4000,bitcoin,1,test,1568919081,2548
,0,usd,4000,test,1568917081,2549
usd,4000,bitcoin,1,test,1568917081,2550
,0,usd,4000,test,1568915081,2551
usd,4000,bitcoin,1,test,1568915081,2552
,0,usd,4000,test,1568913081,2553
usd,4000,bitcoin,1,test,1568913081,2554
,0,usd,4000,test,1568911081,2555
usd,4000,bitcoin,1,test,1568911081,2556
,0,usd,4000,test,1568909081,2557
usd,4000,bitcoin,1,test,1568909081,2558
,0,usd,4000,test,1568907081,2559
usd,4000,bitcoin,1,test,1568907081,2560
,0,usd,4000,test,1568905081,2561
usd,4000,bitcoin,1,test,1568905081,2562
,0,usd,4000,test,1568903081,2563
usd,4000,bitcoin,1,test,1568903081,2564
,0,usd,4000,test,1568901081,2565
usd,4000,bitcoin,1,test,1568901081,2566
,0,usd,4000,test,1568899081,2567
usd,4000,bitcoin,1,test,1568899081,2568
,0,usd,4000,test,1568897081,2569
usd,4000,bitcoin,1,test,1568897081,2570
,0,usd,4000,test,1568895081,2571
usd,4000,bitcoin,1,test,1568895081,2572
,0,usd,4000,test,1568893081,2573
usd,4000,bitcoin,1,test,1568893081,2574
,0,usd,4000,test,1568891081,2575
usd,4000,bitcoin,1,test,1568891081,2576
,0,usd,4000,test,1568889081,2577
usd,4000,bitcoin,1,test,1568889081,2578
,0,usd,4000,test,1568887081,2579
usd,4000,bitcoin,1,test,1568887081,2580
,0,usd,4000,test,1568885081,2581
usd,4000,bitcoin,1,test,1568885081,2582
,0,usd,4000,test,1568883081,2583
usd,4000,bitcoin,1,test,1568883081,2584
,0,usd,4000,test,1568881081,2585
usd,4000,bitcoin,1,test,1568881081,2586
,0,usd,4000,test,1568879081,2587
usd,4000,bitcoin,1,test,1568879081,2588
,0,usd,4000,test,1568877081,2589
usd,4000,bitcoin,1,test,1568877081,2590
,0,usd,4000,test,1568875081,2591
usd,4000,bitcoin,1,test,1568875081,2592
,0,usd,4000,test,1568873081,2593
usd,4000,bitcoin,1,test,1568873081,2594
,0,usd,4000,test,1568871081,2595
usd,4000,bitcoin,1,test,1568871081,2596
,0,usd,4000,test,1568869081,2597
usd,4000,bitcoin,1,test,1568869081,2598
,0,usd,4000,test,1568867081,2599
usd,4000,bitcoin,1,test,1568867081,2600
,0,usd,4000,test,1568865081,2601
usd,4000,bitcoin,1,test,1568865081,2602
,0,usd,4000,test,1568863081,2603
usd,4000,bitcoin,1,test,1568863081,2604
,0,usd,4000,test,1568861081,2605
usd,4000,bitcoin,1,test,1568861081,2606
,0,usd,4000,test,1568859081,2607
usd,4000,bitcoin,1,test,1568859081,2608
,0,usd,4000,test,1568857081,2609
usd,4000,bitcoin,1,test,1568857081,2610
,0,usd,4000,test,1568855081,2611
usd,4000,bitcoin,1,test,1568855081,2612
,0,usd,4000,test,1568853081,2613
usd,4000,bitcoin,1,test,1568853081,2614
,0,usd,4000,test,1568851081,2615
usd,4000,bitcoin,1,test,1568851081,2616
,0,usd,4000,test,1568849081,2617
usd,4000,bitcoin,1,test,1568849081,2618
,0,usd,4000,test,1568847081,2619
usd,4000,bitcoin,1,test,1568847081,2620
,0,usd,4000,test,1568845081,2621
usd,4000,bitcoin,1,test,1568845081,2622
,0,usd,4000,test,1568843081,2623
usd,4000,bitcoin,1,test,1568843081,2624
,0,usd,4000,test,1568841081,2625
usd,4000,bitcoin,1,test,1568841081,2626
,0,usd,4000,test,1568839081,2627
usd,4000,bitcoin,1,test,1568839081,2628
,0,usd,4000,test,1568837081,2629
usd,4000,bitcoin,1,test,1568837081,2630
,0,usd,4000,test,1568835081,2631
usd,4000,bitcoin,1,test,1568835081,2632
,0,usd,4000,test,1568833081,2633
usd,4000,bitcoin,1,test,1568833081,2634
,0,usd,4000,test,1568831081,2635
usd,4000,bitcoin,1,test,1568831081,2636
,0,usd,4000,test,1568829081,2637
usd,4000,bitcoin,1,test,1568829081,2638
,0,usd,4000,test,1568827081,2639
usd,4000,bitcoin,1,test,1568827081,2640
,0,usd,4000,test,1568825081,2641
usd,4000,bitcoin,1,test,1568825081,2642
,0,usd,4000,test,1568823081,2643
usd,4000,bitcoin,1,test,1568823081,2644
,0,usd,4000,test,1568821081,2645
usd,4000,bitcoin,1,test,1568821081,2646
,0,usd,4000,test,1568819081,2647
usd,4000,bitcoin,1,test,1568819081,2648
,0,usd,4000,test,1568817081,2649
usd,4000,bitcoin,1,test,1568817081,2650
,0,usd,4000,test,1568815081,2651
usd,4000,bitcoin,1,test,1568815081,2652
,0,usd,4000,test,1568813081,2653
usd,4000,bitcoin,1,test,1568813081,2654
,0,usd,4000,test,1568811081,2655
usd,4000,bitcoin,1,test,1568811081,2656
,0,usd,4000,test,1568809081,2657
usd,4000,bitcoin,1,test,1568809081,2658
,0,usd,4000,test,1568807081,2659
usd,4000,bitcoin,1,test,1568807081,2660
,0,usd,4000,test,1568805081,2661
usd,4000,bitcoin,1,test,1568805081,2662
,0,usd,4000,test,1568803081,2663
usd,4000,bitcoin,1,test,1568803081,2664
,0,usd,4000,test,1568801081,2665
usd,4000,bitcoin,1,test,1568801081,2666
,0,usd,4000,test,1568799081,2667
usd,4000,bitcoin,1,test,1568799081,2668
,0,usd,4000,test,1568797081,2669
usd,4000,bitcoin,1,test,1568797081,2670
,0,usd,4000,test,1568795081,2671
usd,4000,bitcoin,1,test,1568795081,2672
,0,usd,4000,test,1568793081,2673
usd,4000,bitcoin,1,test,1568793081,2674
,0,usd,4000,test,1568791081,2675
usd,4000,bitcoin,1,test,1568791081,2676
,0,usd,4000,test,1568789081,2677
usd,4000,bitcoin,1,test,1568789081,2678
,0,usd,4000,test,1568787081,2679
usd,4000,bitcoin,1,test,1568787081,2680
,0,usd,4000,test,1568785081,2681
usd,4000,bitcoin,1,test,1568785081,2682
,0,usd,4000,test,1568783081,2683
usd,4000,bitcoin,1,test,1568783081,2684
,0,usd,4000,test,1568781081,2685
usd,4000,bitcoin,1,test,1568781081,2686
,0,usd,4000,test,1568779081,2687
usd,4000,bitcoin,1,test,1568779081,2688
,0,usd,4000,test,1568777081,2689
usd,4000,bitcoin,1,test,1568777081,2690
,0,usd,4000,test,1568775081,2691
usd,4000,bitcoin,1,test,1568775081,2692
,0,usd,4000,test,1568773081,2693
usd,4000,bitcoin,1,test,1568773081,2694
,0,usd,4000,test,1568771081,2695
usd,4000,bitcoin,1,test,1568771081,2696
,0,usd,4000,test,1568769081,2697
usd,4000,bitcoin,1,test,1568769081,2698
,0,usd,4000,test,1568767081,2699
usd,4000,bitcoin,1,test,1568767081,2700
,0,usd,4000,test,1568765081,2701
usd,4000,bitcoin,1,test,1568765081,2702
,0,usd,4000,test,1568763081,2703
usd,4000,bitcoin,1,test,1568763081,2704
,0,usd,4000,test,1568761081,2705
usd,4000,bitcoin,1,test,1568761081,2706
,0,usd,4000,test,1568759081,2707
usd,4000,bitcoin,1,test,1568759081,2708
,0,usd,4000,test,1568757081,2709
usd,4000,bitcoin,1,test,1568757081,2710
,0,usd,4000,test,1568755081,2711
usd,4000,bitcoin,1,test,1568755081,2712
,0,usd,4000,test,1568753081,2713
usd,4000,bitcoin,1,test,1568753081,2714
,0,usd,4000,test,1568751081,2715
usd,4000,bitcoin,1,test,1568751081,2716
,0,usd,4000,test,1568749081,2717
usd,4000,bitcoin,1,test,1568749081,2718
,0,usd,4000,test,1568747081,2719
usd,4000,bitcoin,1,test,1568747081,2720
,0,usd,4000,test,1568745081,2721
usd,4000,bitcoin,1,test,1568745081,2722
,0,usd,4000,test,1568743081,2723
usd,4000,bitcoin,1,test,1568743081,2724
,0,usd,4000,test,1568741081,2725
usd,4000,bitcoin,1,test,1568741081,2726
,0,usd,4000,test,1568739081,2727
usd,4000,bitcoin,1,test,1568739081,2728
,0,usd,4000,test,1568737081,2729
usd,4000,bitcoin,1,test,1568737081,2730
,0,usd,4000,test,1568735081,2731
usd,4000,bitcoin,1,test,1568735081,2732
,0,usd,4000,test,1568733081,2733
usd,4000,bitcoin,1,test,1568733081,2734
,0,usd,4000,test,1568731081,2735
usd,4000,bitcoin,1,test,1568731081,2736
,0,usd,4000,test,1568729081,2737
usd,4000,bitcoin,1,test,1568729081,2738
,0,usd,4000,test,1568727081,2739
usd,4000,bitcoin,1,test,1568727081,2740
,0,usd,4000,test,1568725081,2741
usd,4000,bitcoin,1,test,1568725081,2742
,0,usd,4000,test,1568723081,2743
usd,4000,bitcoin,1,test,1568723081,2744
,0,usd,4000,test,1568721081,2745
usd,4000,bitcoin,1,test,1568721081,2746
,0,usd,4000,test,1568719081,2747
usd,4000,bitcoin,1,test,1568719081,2748
,0,usd,4000,test,1568717081,2749
usd,4000,bitcoin,1,test,1568717081,2750
,0,usd,4000,test,1568715081,2751
usd,4000,bitcoin,1,test,1568715081,2752
,0,usd,4000,test,1568713081,2753
usd,4000,bitcoin,1,test,1568713081,2754
,0,usd,4000,test,1568711081,2755
usd,4000,bitcoin,1,test,1568711081,2756
,0,usd,4000,test,1568709081,2757
usd,4000,bitcoin,1,test,1568709081,2758
,0,usd,4000,test,1568707081,2759
usd,4000,bitcoin,1,test,1568707081,2760
,0,usd,4000,test,1568705081,2761
usd,4000,bitcoin,1,test,1568705081,2762
,0,usd,4000,test,1568703081,2763
usd,4000,bitcoin,1,test,1568703081,2764
,0,usd,4000,test,1568701081,2765
usd,4000,bitcoin,1,test,1568701081,2766
,0,usd,4000,test,1568699081,2767
usd,4000,bitcoin,1,test,1568699081,2768
,0,usd,4000,test,1568697081,2769
usd,4000,bitcoin,1,test,1568697081,2770
,0,usd,4000,test,1568695081,2771
usd,4000,bitcoin,1,test,1568695081,2772
,0,usd,4000,test,1568693081,2773
usd,4000,bitcoin,1,test,1568693081,2774
,0,usd,4000,test,1568691081,2775
usd,4000,bitcoin,1,test,1568691081,2776
,0,usd,4000,test,1568689081,2777
usd,4000,bitcoin,1,test,1568689081,2778
,0,usd,4000,test,1568687081,2779
usd,4000,bitcoin,1,test,1568687081,2780
,0,usd,4000,test,1568685081,2781
usd,4000,bitcoin,1,test,1568685081,2782
,0,usd,4000,test,1568683081,2783
usd,4000,bitcoin,1,test,1568683081,2784
,0,usd,4000,test,1568681081,2785
usd,4000,bitcoin,1,test,1568681081,2786
,0,usd,4000,test,1568679081,2787
usd,4000,bitcoin,1,test,1568679081,2788
,0,usd,4000,test,1568677081,2789
usd,4000,bitcoin,1,test,1568677081,2790
,0,usd,4000,test,1568675081,2791
usd,4000,bitcoin,1,test,1568675081,2792
,0,usd,4000,test,1568673081,2793
usd,4000,bitcoin,1,test,1568673081,2794
,0,usd,4000,test,1568671081,2795
usd,4000,bitcoin,1,test,1568671081,2796
,0,usd,4000,test,1568669081,2797
usd,4000,bitcoin,1,test,1568669081,2798
,0,usd,4000,test,1568667081,2799
usd,4000,bitcoin,1,test,1568667081,2800
,0,usd,4000,test,1568665081,2801
usd,4000,bitcoin,1,test,1568665081,2802
,0,usd,4000,test,1568663081,2803
usd,4000,bitcoin,1,test,1568663081,2804
,0,usd,4000,test,1568661081,2805
usd,4000,bitcoin,1,test,1568661081,2806
,0,usd,4000,test,1568659081,2807
usd,4000,bitcoin,1,test,1568659081,2808
,0,usd,4000,test,1568657081,2809
usd,4000,bitcoin,1,test,1568657081,2810
,0,usd,4000,test,1568655081,2811
usd,4000,bitcoin,1,test,1568655081,2812
,0,usd,4000,test,1568653081,2813
usd,4000,bitcoin,1,test,1568653081,2814
,0,usd,4000,test,1568651081,2815
usd,4000,bitcoin,1,test,1568651081,2816
,0,usd,4000,test,1568649081,2817
usd,4000,bitcoin,1,test,1568649081,2818
,0,usd,4000,test,1568647081,2819
usd,4000,bitcoin,1,test,1568647081,2820
,0,usd,4000,test,1568645081,2821
usd,4000,bitcoin,1,test,1568645081,2822
,0,usd,4000,test,1568643081,2823
usd,4000,bitcoin,1,test,1568643081,2824
,0,usd,4000,test,1568641081,2825
usd,4000,bitcoin,1,test,1568641081,2826
,0,usd,4000,test,1568639081,2827
usd,4000,bitcoin,1,test,1568639081,2828
,0,usd,4000,test,1568637081,2829
usd,4000,bitcoin,1,test,1568637081,2830
,0,usd,4000,test,1568635081,2831
usd,4000,bitcoin,1,test,1568635081,2832
,0,usd,4000,test,1568633081,2833
usd,4000,bitcoin,1,test,1568633081,2834
,0,usd,4000,test,1568631081,2835
usd,4000,bitcoin,1,test,1568631081,2836
,0,usd,4000,test,1568629081,2837
usd,4000,bitcoin,1,test,1568629081,2838
,0,usd,4000,test,1568627081,2839
usd,4000,bitcoin,1,test,1568627081,2840
,0,usd,4000,test,1568625081,2841
usd,4000,bitcoin,1,test,1568625081,2842
,0,usd,4000,test,1568623081,2843
usd,4000,bitcoin,1,test,1568623081,2844
,0,usd,4000,test,1568621081,2845
usd,4000,bitcoin,1,test,1568621081,2846
,0,usd,4000,test,1568619081,2847
usd,4000,bitcoin,1,test,1568619081,2848
,0,usd,4000,test,1568617081,2849
usd,4000,bitcoin,1,test,1568617081,2850
,0,usd,4000,test,1568615081,2851
usd,4000,bitcoin,1,test,1568615081,2852
,0,usd,4000,test,1568613081,2853
usd,4000,bitcoin,1,test,1568613081,2854
,0,usd,4000,test,1568611081,2855
usd,4000,bitcoin,1,test,1568611081,2856
,0,usd,4000,test,1568609081,2857
usd,4000,bitcoin,1,test,1568609081,2858
,0,usd,4000,test,1568607081,2859
usd,4000,bitcoin,1,test,1568607081,2860
,0,usd,4000,test,1568605081,2861
usd,4000,bitcoin,1,test,1568605081,2862
,0,usd,4000,test,1568603081,2863
usd,4000,bitcoin,1,test,1568603081,2864
,0,usd,4000,test,1568601081,2865
usd,4000,bitcoin,1,test,1568601081,2866
,0,usd,4000,test,1568599081,2867
usd,4000,bitcoin,1,test,1568599081,2868
,0,usd,4000,test,1568597081,2869
usd,4000,bitcoin,1,test,1568597081,2870
,0,usd,4000,test,1568595081,2871
usd,4000,bitcoin,1,test,1568595081,2872
,0,usd,4000,test,1568593081,2873
usd,4000,bitcoin,1,test,1568593081,2874
,0,usd,4000,test,1568591081,2875
usd,4000,bitcoin,1,test,1568591081,2876
,0,usd,4000,test,1568589081,2877
usd,4000,bitcoin,1,test,1568589081,2878
,0,usd,4000,test,1568587081,2879
usd,4000,bitcoin,1,test,1568587081,2880
,0,usd,4000,test,1568585081,2881
usd,4000,bitcoin,1,test,1568585081,2882
,0,usd,4000,test,1568583081,2883
usd,4000,bitcoin,1,test,1568583081,2884
,0,usd,4000,test,1568581081,2885
usd,4000,bitcoin,1,test,1568581081,2886
,0,usd,4000,test,1568579081,2887
usd,4000,bitcoin,1,test,1568579081,2888
,0,usd,4000,test,1568577081,2889
usd,4000,bitcoin,1,test,1568577081,2890
,0,usd,4000,test,1568575081,2891
usd,4000,bitcoin,1,test,1568575081,2892
,0,usd,4000,test,1568573081,2893
usd,4000,bitcoin,1,test,1568573081,2894
,0,usd,4000,test,1568571081,2895
usd,4000,bitcoin,1,test,1568571081,2896
,0,usd,4000,test,1568569081,2897
usd,4000,bitcoin,1,test,1568569081,2898
,0,usd,4000,test,1568567081,2899
usd,4000,bitcoin,1,test,1568567081,2900
,0,usd,4000,test,1568565081,2901
usd,4000,bitcoin,1,test,1568565081,2902
,0,usd,4000,test,1568563081,2903
usd,4000,bitcoin,1,test,1568563081,2904
,0,usd,4000,test,1568561081,2905
usd,4000,bitcoin,1,test,1568561081,2906
,0,usd,4000,test,1568559081,2907
usd,4000,bitcoin,1,test,1568559081,2908
,0,usd,4000,test,1568557081,2909
usd,4000,bitcoin,1,test,1568557081,2910
,0,usd,4000,test,1568555081,2911
usd,4000,bitcoin,1,test,1568555081,2912
,0,usd,4000,test,1568553081,2913
usd,4000,bitcoin,1,test,1568553081,2914
,0,usd,4000,test,1568551081,2915
usd,4000,bitcoin,1,test,1568551081,2916
,0,usd,4000,test,1568549081,2917
usd,4000,bitcoin,1,test,1568549081,2918
,0,usd,4000,test,1568547081,2919
usd,4000,bitcoin,1,test,1568547081,2920
,0,usd,4000,test,1568545081,2921
usd,4000,bitcoin,1,test,1568545081,2922
,0,usd,4000,test,1568543081,2923
usd,4000,bitcoin,1,test,1568543081,2924
,0,usd,4000,test,1568541081,2925
usd,4000,bitcoin,1,test,1568541081,2926
,0,usd,4000,test,1568539081,2927
usd,4000,bitcoin,1,test,1568539081,2928
,0,usd,4000,test,1568537081,2929
usd,4000,bitcoin,1,test,1568537081,2930
,0,usd,4000,test,1568535081,2931
usd,4000,bitcoin,1,test,1568535081,2932
,0,usd,4000,test,1568533081,2933
usd,4000,bitcoin,1,test,1568533081,2934
,0,usd,4000,test,1568531081,2935
usd,4000,bitcoin,1,test,1568531081,2936
,0,usd,4000,test,1568529081,2937
usd,4000,bitcoin,1,test,1568529081,2938
,0,usd,4000,test,1568527081,2939
usd,4000,bitcoin,1,test,1568527081,2940
,0,usd,4000,test,1568525081,2941
usd,4000,bitcoin,1,test,1568525081,2942
,0,usd,4000,test,1568523081,2943
usd,4000,bitcoin,1,test,1568523081,2944
,0,usd,4000,test,1568521081,2945
usd,4000,bitcoin,1,test,1568521081,2946
,0,usd,4000,test,1568519081,2947
usd,4000,bitcoin,1,test,1568519081,2948
,0,usd,4000,test,1568517081,2949
usd,4000,bitcoin,1,test,1568517081,2950
,0,usd,4000,test,1568515081,2951
usd,4000,bitcoin,1,test,1568515081,2952
,0,usd,4000,test,1568513081,2953
usd,4000,bitcoin,1,test,1568513081,2954
,0,usd,4000,test,1568511081,2955
usd,4000,bitcoin,1,test,1568511081,2956
,0,usd,4000,test,1568509081,2957
usd,4000,bitcoin,1,test,1568509081,2958
,0,usd,4000,test,1568507081,2959
usd,4000,bitcoin,1,test,1568507081,2960
,0,usd,4000,test,1568505081,2961
usd,4000,bitcoin,1,test,1568505081,2962
,0,usd,4000,test,1568503081,2963
usd,4000,bitcoin,1,test,1568503081,2964
,0,usd,4000,test,1568501081,2965
usd,4000,bitcoin,1,test,1568501081,2966
,0,usd,4000,test,1568499081,2967
usd,4000,bitcoin,1,test,1568499081,2968
,0,usd,4000,test,1568497081,2969
usd,4000,bitcoin,1,test,1568497081,2970
,0,usd,4000,test,1568495081,2971
usd,4000,bitcoin,1,test,1568495081,2972
,0,usd,4000,test,1568493081,2973
usd,4000,bitcoin,1,test,1568493081,2974
,0,usd,4000,test,1568491081,2975
usd,4000,bitcoin,1,test,1568491081,2976
,0,usd,4000,test,1568489081,2977
usd,4000,bitcoin,1,test,1568489081,2978
,0,usd,4000,test,1568487081,2979
usd,4000,bitcoin,1,test,1568487081,2980
,0,usd,4000,test,1568485081,2981
usd,4000,bitcoin,1,test,1568485081,2982
,0,usd,4000,test,1568483081,2983
usd,4000,bitcoin,1,test,1568483081,2984
,0,usd,4000,test,1568481081,2985
usd,4000,bitcoin,1,test,1568481081,2986
,0,usd,4000,test,1568479081,2987
usd,4000,bitcoin,1,test,1568479081,2988
,0,usd,4000,test,1568477081,2989
usd,4000,bitcoin,1,test,1568477081,2990
,0,usd,4000,test,1568475081,2991
usd,4000,bitcoin,1,test,1568475081,2992
,0,usd,4000,test,1568473081,2993
usd,4000,bitcoin,1,test,1568473081,2994
,0,usd,4000,test,1568471081,2995
usd,4000,bitcoin,1,test,1568471081,2996
,0,usd,4000,test,1568469081,2997
usd,4000,bitcoin,1,test,1568469081,2998
,0,usd,4000,test,1568467081,2999
usd,4000,bitcoin,1,test,1568467081,3000
,0,usd,4000,test,1568465081,3001
usd,4000,bitcoin,1,test,1568465081,3002
,0,usd,4000,test,1568463081,3003
usd,4000,bitcoin,1,test,1568463081,3004
,0,usd,4000,test,1568461081,3005
usd,4000,bitcoin,1,test,1568461081,3006
,0,usd,4000,test,1568459081,3007
usd,4000,bitcoin,1,test,1568459081,3008
,0,usd,4000,test,1568457081,3009
usd,4000,bitcoin,1,test,1568457081,3010
,0,usd,4000,test,1568455081,3011
usd,4000,bitcoin,1,test,1568455081,3012
,0,usd,4000,test,1568453081,3013
usd,4000,bitcoin,1,test,1568453081,3014
,0,usd,4000,test,1568451081,3015
usd,4000,bitcoin,1,test,1568451081,3016
,0,usd,4000,test,1568449081,3017
usd,4000,bitcoin,1,test,1568449081,3018
,0,usd,4000,test,1568447081,3019
usd,4000,bitcoin,1,test,1568447081,3020
,0,usd,4000,test,1568445081,3021
usd,4000,bitcoin,1,test,1568445081,3022
,0,usd,4000,test,1568443081,3023
usd,4000,bitcoin,1,test,1568443081,3024
,0,usd,4000,test,1568441081,3025
usd,4000,bitcoin,1,test,1568441081,3026
,0,usd,4000,test,1568439081,3027
usd,4000,bitcoin,1,test,1568439081,3028
,0,usd,4000,test,1568437081,3029
usd,4000,bitcoin,1,test,1568437081,3030
,0,usd,4000,test,1568435081,3031
usd,4000,bitcoin,1,test,1568435081,3032
,0,usd,4000,test,1568433081,3033
usd,4000,bitcoin,1,test,1568433081,3034
,0,usd,4000,test,1568431081,3035
usd,4000,bitcoin,1,test,1568431081,3036
,0,usd,4000,test,1568429081,3037
usd,4000,bitcoin,1,test,1568429081,3038
,0,usd,4000,test,1568427081,3039
usd,4000,bitcoin,1,test,1568427081,3040
,0,usd,4000,test,1568425081,3041
usd,4000,bitcoin,1,test,1568425081,3042
,0,usd,4000,test,1568423081,3043
usd,4000,bitcoin,1,test,1568423081,3044
,0,usd,4000,test,1568421081,3045
usd,4000,bitcoin,1,test,1568421081,3046
,0,usd,4000,test,1568419081,3047
usd,4000,bitcoin,1,test,1568419081,3048
,0,usd,4000,test,1568417081,3049
usd,4000,bitcoin,1,test,1568417081,3050
,0,usd,4000,test,1568415081,3051
usd,4000,bitcoin,1,test,1568415081,3052
,0,usd,4000,test,1568413081,3053
usd,4000,bitcoin,1,test,1568413081,3054
,0,usd,4000,test,1568411081,3055
usd,4000,bitcoin,1,test,1568411081,3056
,0,usd,4000,test,1568409081,3057
usd,4000,bitcoin,1,test,1568409081,3058
,0,usd,4000,test,1568407081,3059
usd,4000,bitcoin,1,test,1568407081,3060
,0,usd,4000,test,1568405081,3061
usd,4000,bitcoin,1,test,1568405081,3062
,0,usd,4000,test,1568403081,3063
usd,4000,bitcoin,1,test,1568403081,3064
,0,usd,4000,test,1568401081,3065
usd,4000,bitcoin,1,test,1568401081,3066
,0,usd,4000,test,1568399081,3067
usd,4000,bitcoin,1,test,1568399081,3068
,0,usd,4000,test,1568397081,3069
usd,4000,bitcoin,1,test,1568397081,3070
,0,usd,4000,test,1568395081,3071
usd,4000,bitcoin,1,test,1568395081,3072
,0,usd,4000,test,1568393081,3073
usd,4000,bitcoin,1,test,1568393081,3074
,0,usd,4000,test,1568391081,3075
usd,4000,bitcoin,1,test,1568391081,3076
,0,usd,4000,test,1568389081,3077
usd,4000,bitcoin,1,test,1568389081,3078
,0,usd,4000,test,1568387081,3079
usd,4000,bitcoin,1,test,1568387081,3080
,0,usd,4000,test,1568385081,3081
usd,4000,bitcoin,1,test,1568385081,3082
,0,usd,4000,test,1568383081,3083
usd,4000,bitcoin,1,test,1568383081,3084
,0,usd,4000,test,1568381081,3085
usd,4000,bitcoin,1,test,1568381081,3086
,0,usd,4000,test,1568379081,3087
usd,4000,bitcoin,1,test,1568379081,3088
,0,usd,4000,test,1568377081,3089
usd,4000,bitcoin,1,test,1568377081,3090
,0,usd,4000,test,1568375081,3091
usd,4000,bitcoin,1,test,1568375081,3092
,0,usd,4000,test,1568373081,3093
usd,4000,bitcoin,1,test,1568373081,3094
,0,usd,4000,test,1568371081,3095
usd,4000,bitcoin,1,test,1568371081,3096
,0,usd,4000,test,1568369081,3097
usd,4000,bitcoin,1,test,1568369081,3098
,0,usd,4000,test,1568367081,3099
usd,4000,bitcoin,1,test,1568367081,3100
,0,usd,4000,test,1568365081,3101
usd,4000,bitcoin,1,test,1568365081,3102
,0,usd,4000,test,1568363081,3103
usd,4000,bitcoin,1,test,1568363081,3104
,0,usd,4000,test,1568361081,3105
usd,4000,bitcoin,1,test,1568361081,3106
,0,usd,4000,test,1568359081,3107
usd,4000,bitcoin,1,test,1568359081,3108
,0,usd,4000,test,1568357081,3109
usd,4000,bitcoin,1,test,1568357081,3110
,0,usd,4000,test,1568355081,3111
usd,4000,bitcoin,1,test,1568355081,3112
,0,usd,4000,test,1568353081,3113
usd,4000,bitcoin,1,test,1568353081,3114
,0,usd,4000,test,1568351081,3115
usd,4000,bitcoin,1,test,1568351081,3116
,0,usd,4000,test,1568349081,3117
usd,4000,bitcoin,1,test,1568349081,3118
,0,usd,4000,test,1568347081,3119
usd,4000,bitcoin,1,test,1568347081,3120
,0,usd,4000,test,1568345081,3121
usd,4000,bitcoin,1,test,1568345081,3122
,0,usd,4000,test,1568343081,3123
usd,4000,bitcoin,1,test,1568343081,3124
,0,usd,4000,test,1568341081,3125
usd,4000,bitcoin,1,test,1568341081,3126
,0,usd,4000,test,1568339081,3127
usd,4000,bitcoin,1,test,1568339081,3128
,0,usd,4000,test,1568337081,3129
usd,4000,bitcoin,1,test,1568337081,3130
,0,usd,4000,test,1568335081,3131
usd,4000,bitcoin,1,test,1568335081,3132
,0,usd,4000,test,1568333081,3133
usd,4000,bitcoin,1,test,1568333081,3134
,0,usd,4000,test,1568331081,3135
usd,4000,bitcoin,1,test,1568331081,3136
,0,usd,4000,test,1568329081,3137
usd,4000,bitcoin,1,test,1568329081,3138
,0,usd,4000,test,1568327081,3139
usd,4000,bitcoin,1,test,1568327081,3140
,0,usd,4000,test,1568325081,3141
usd,4000,bitcoin,1,test,1568325081,3142
,0,usd,4000,test,1568323081,3143
usd,4000,bitcoin,1,test,1568323081,3144
,0,usd,4000,test,1568321081,3145
usd,4000,bitcoin,1,test,1568321081,3146
,0,usd,4000,test,1568319081,3147
usd,4000,bitcoin,1,test,1568319081,3148
,0,usd,4000,test,1568317081,3149
usd,4000,bitcoin,1,test,1568317081,3150
,0,usd,4000,test,1568315081,3151
usd,4000,bitcoin,1,test,1568315081,3152
,0,usd,4000,test,1568313081,3153
usd,4000,bitcoin,1,test,1568313081,3154
,0,usd,4000,test,1568311081,3155
usd,4000,bitcoin,1,test,1568311081,3156
,0,usd,4000,test,1568309081,3157
usd,4000,bitcoin,1,test,1568309081,3158
,0,usd,4000,test,1568307081,3159
usd,4000,bitcoin,1,test,1568307081,3160
,0,usd,4000,test,1568305081,3161
usd,4000,bitcoin,1,test,1568305081,3162
,0,usd,4000,test,1568303081,3163
usd,4000,bitcoin,1,test,1568303081,3164
,0,usd,4000,test,1568301081,3165
